9.336733612245071701e-01,1.422647442169870713e+00,8.595544132610072330e-01
-8.743114804025278186e-01,-1.023626967971026147e+00,-8.954422212624804089e-01
-1.072193671798985948e+00,-1.120883965443024710e+00,-8.538375104669113647e-01
1.093766603550713645e+00,9.866885049625916393e-01,5.656538934294054188e-01
1.265915794840560604e+00,1.675910754903125799e+00,1.296843924842764562e+00
8.542308204867062049e-02,2.530686958838979095e-02,1.460800166369087272e-01
-1.148027358147902799e+00,-1.113099561274931260e+00,-9.047937233123770628e-01
1.708033262002143712e-02,8.488475427606945178e-02,-4.600770062230754957e-03
-1.187025441887508803e+00,-9.236351980761232650e-01,-9.203407827605014635e-01
1.226557123024179630e+00,1.081806689624211115e+00,1.241865261046688484e+00
1.170175529691814376e+00,1.598311993362965699e+00,9.128740479471016966e-01
-9.212348777437864844e-02,7.576090697677975716e-02,-1.238930744311975557e-01
-1.096049806998985021e+00,-8.127784899780604588e-01,-8.381639406293674988e-01
8.461613684760799226e-02,-6.490541695397047950e-03,-6.372077885244713247e-02
-1.441077621377634399e+00,-1.106127524635401205e+00,-9.663571245075102123e-01
9.382076904120445482e-02,-1.648819155511244416e-01,9.358170840414664626e-02
7.658779359320390112e-01,1.479303736278967385e+00,9.746292058124026436e-01
8.746899390882090231e-01,9.430542295815960152e-01,5.292544392963096644e-01
2.181097288779330207e-02,-5.293247526214172466e-02,-1.247711519301685223e-01
-1.199292241876705578e+00,-1.023454250853651937e+00,-1.108789052629764349e+00
9.132142031304544272e-01,1.066358968336034163e+00,7.432143113646783039e-01
1.018173618288053250e-01,-1.098707315772419479e-01,-1.169563274349227772e-01
-7.708852773497928412e-01,-7.647556863997942989e-01,-1.167572822029719681e+00
-8.078885551085542849e-01,-9.548319042794619627e-01,-1.109899709260808054e+00
-1.234215564889345584e+00,-7.562540661272711962e-01,-8.601768022005847891e-01
-9.594928437845823277e-01,-9.561226535222843159e-01,-1.028390550996739483e+00
-2.016087577671919484e-01,-1.589925281712890881e-01,-7.279121456898866860e-02
-1.279374644886401707e-02,3.058860196635874995e-02,2.487997086697544269e-01
8.959038252341305908e-01,9.790629998398074907e-01,1.205491477110253840e+00
